"extension","keyword","field","widget","label","default","min","max","options","variant_defaults"
"fire","FuelInit",1,"numberBox","Initial fuel levels for hard fuels 0-.25"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",2,"numberBox","Initial fuel levels for hard fuels .25-1"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",3,"numberBox","Initial fuel levels for hard fuels 1-3"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",4,"numberBox","Initial fuel levels for hard fuels 3-6"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",5,"numberBox","Initial fuel levels for hard fuels 6-12""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",6,"numberBox","Initial fuel levels for hard fuels 12-20"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",7,"numberBox","Initial fuel levels for hard fuels 20-35""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",8,"numberBox","Initial fuel levels for hard fuels 35-50""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",9,"numberBox","Initial fuel levels for hard fuels >50""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",10,"numberBox","Initial fuel levels for litter (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelInit",11,"numberBox","Initial fuel levels for duff (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelModl",1,"scheduleBox","","",NA,NA,"",""
"fire","FuelModl",2,"listButtonString","First fuel model:","0 = Use automatic selection",NA,NA,"0 = Use automatic selection|1 = Short grass|2 = Timber (grass & understory)|3 = Tall grass|4 = Chaparral|5 = Brush|6 = Dormant brush, hardwood slash|7 = Southern rough|8 = Closed timber litter|9 = Hardwood litter|10 = Timber (litter & understory|11 = Light logging slash|12 = Medium logging slash|13 = Heavy logging slash|14 = Light-medium logging slash|15 = User defined (see DeFulMod)|16 = User defined (see DeFulMod)|17 = User defined (see DeFulMod)|18 = User defined (see DeFulMod)|19 = User defined (see DeFulMod)|20 = User defined (see DeFulMod)|21 = User defined (see DeFulMod)|22 = User defined (see DeFulMod)|23 = User defined (see DeFulMod)|24 = User defined (see DeFulMod)|25 = User defined (see DeFulMod)|26 = User defined (see DeFulMod)|27 = User defined (see DeFulMod)|28 = User defined (see DeFulMod)|29 = User defined (see DeFulMod)|30 = User defined (see DeFulMod)|101 = GR1 Short sparse dry climate grass|102 = GR2 Low load dry climate grass|103 = GR3 Low load very coarse humid climate grass|104 = GR4 Moderate load dry climate grass|105 = GR5 Low load humid climate grass|106 = GR6 Moderate load humid climate grass|107 = GR7 High load dry climate grass|108 = GR8 High load very coarse humid climate grass|109 = GR9 Very high load humid climate grass|121 = GS1 Low load dry climate grass-shrub|122 = GS2 Moderate load dry climate grass-shrub|123 = GS3 Moderate load humid climate grass-shrub|124 = GS4 High load humid climate grass-shrub|141 = SH1 Low load dry climate shrub|142 = SH2 Moderate load dry climate shrub|143 = SH3 Moderate load humid climate shrub|144 = SH4 Low load humid climate timber-shrub|145 = SH5 High load dry climate shrub|146 = SH6 Low load humid climate shrub|147 = SH7 Very high load dry climate shrub|148 = SH8 High load humid climate shrub|149 = SH9 Very high load humid climate shrub|161 = TU1 Low load dry climate timber-grass-shrub|162 = TU2 Moderate load humid climate timber-shrub|163 = TU3 Moderate load humid climate timber-grass-shrub|164 = TU4 Dwarf conifer with understory|165 = TU5 Very high load dry climate timber-shrub|181 = TL1 Low load compact conifer litter|182 = TL2 Low load broadleaf litter|183 = TL3 Moderate load conifer litter|184 = TL4 Small downed logs|185 = TL5 High load conifer litter|186 = TL6 Moderate load broadleaf litter|187 = TL7 Large downed logs|188 = TL8 Long-needle litter|189 = TL9 Very high load broadleaf litter|201 = SB1 Low load activity fuel|202 = SB2 Moderate load activity fuel or low load blowdown|203 = SB3 High load activity fuel or moderate load blowdown|204 = SB4 High load blowdown",""
"fire","FuelModl",3,"sliderBox","Weight given the first fuel model:","1",0,1,"",""
"fire","FuelModl",4,"listButtonString","Second fuel model:","",NA,NA,"",""
"fire","FuelModl",5,"sliderBox","Weight given the second fuel model:","",NA,NA,"",""
"fire","FuelModl",6,"listButtonString","Third fuel model:","",NA,NA,"",""
"fire","FuelModl",7,"sliderBox","Weight given the third fuel model:","",NA,NA,"",""
"fire","FuelModl",8,"listButtonString","Fourth fuel model:","",NA,NA,"",""
"fire","FuelModl",9,"sliderBox","Weight given the fourth fuel model:","",NA,NA,"",""
"fire","FuelMove",1,"scheduleBox","","",NA,NA,"",""
"fire","FuelMove",2,"listButton","Source fuel pool:","GE 12, LT 20 inches",NA,NA,"None, add to the stand|GE 0, LT 0.25 inches|GE 0.25, LT 1 inch|GE 1, LT 3 inches|GE 3, LT 6 inches|GE 6, LT 12 inches|GE 12, LT 20 inches|GE 20, LT 35 inches|GE 35, LT 50 inches|GE 50 inches|Litter|Duff",""
"fire","FuelMove",3,"listButton","Destination fuel pool:","Duff",NA,NA,"None, remove from the stand|GE 0, LT 0.25 inches|GE 0.25, LT 1 inch|GE 1, LT 3 inches|GE 3, LT 6 inches|GE 6, LT 12 inches|GE 12, LT 20 inches|GE 20, LT 35 inches|GE 35, LT 50 inches|GE 50 inches|Litter|Duff",""
"fire","FuelMove",4,"numberBox","Amount of fuel from the source (tons/acre):","blank 0 Fmax",NA,NA,"",""
"fire","FuelMove",5,"numberBox","Proportion of fuel from the source:","blank 0 1",NA,NA,"",""
"fire","FuelMove",6,"numberBox","Residual fuel in source (tons/acre):","blank 0 Fmax",NA,NA,"",""
"fire","FuelMove",7,"numberBox","Final amount in target (tons/acre):","blank 0 Fmax",NA,NA,"",""
"fire","FuelMult",1,"sliderBox","Multiplier for decay class 1.","1",0,10,"",""
"fire","FuelMult",2,"sliderBox","Multiplier for decay class 2.","1",0,10,"",""
"fire","FuelMult",3,"sliderBox","Multiplier for decay class 3.","1",0,10,"",""
"fire","FuelMult",4,"sliderBox","Multiplier for decay class 4.","1",0,10,"",""
"fire","FuelPool",1,"speciesSelection","Species","",NA,NA,"",""
"fire","FuelPool",2,"listButtonString","Decay rate class for this species:","1 = class 1 (very slow)",NA,NA,"1 = class 1 (very slow)|2 = class 2 (slow)|3 = class 3 (fast)|4 = class 4 (very fast)",""
"fire","FuelSoft",1,"numberBox","Initial fuel levels for soft fuels 0-.25"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",2,"numberBox","Initial fuel levels for soft fuels .25-1"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",3,"numberBox","Initial fuel levels for soft fuels 1-3"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",4,"numberBox","Initial fuel levels for soft fuels 3-6"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",5,"numberBox","Initial fuel levels for soft fuels 6-12""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",6,"numberBox","Initial fuel levels for soft fuels 12-20"" (tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",7,"numberBox","Initial fuel levels for soft fuels 20-35""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",8,"numberBox","Initial fuel levels for soft fuels 35-50""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelSoft",9,"numberBox","Initial fuel levels for soft fuels >50""(tons/acre)","blank 0 Fmax",NA,NA,"",""
"fire","FuelTret",1,"scheduleBox","","",NA,NA,"",""
"fire","FuelTret",2,"listButtonString","Fuel treatment type:","0 = none",NA,NA,"0 = none|1 = lopping/flailing|2 = trampling/chopping/crushing/chipping",""
"fire","FuelTret",3,"listButtonString","Harvest type:","1 = ground-based cat skidding",NA,NA,"1 = ground-based cat skidding|1 = ground-base line skidding|2 = high lead or skyline|3 = precommercial harvest|3 = helicopter logging",""
"fire","FuelTret",4,"numberBox","Multiplier used to adjust fuel depth","blank",NA,NA,"",""
"fire","Moisture",1,"scheduleBox","","",NA,NA,"",""
"fire","Moisture",2,"sliderBox","Moisture value for 1 hour fuels (% water)","12",0,400,"",""
"fire","Moisture",3,"sliderBox","Moisture value for 10 hour fuels (% water)","12",0,400,"",""
"fire","Moisture",4,"sliderBox","Moisture value for 100 hour fuels (% water)","14",0,400,"",""
"fire","Moisture",5,"sliderBox","Moisture value for 3+ fuels (% water)","25",0,400,"",""
"fire","Moisture",6,"sliderBox","Moisture value for duff fuels (% water)","125",0,400,"",""
"fire","Moisture",7,"sliderBox","Moisture value for live woody fuels (% water)","150",0,400,"",""
"fire","Moisture",8,"sliderBox","Moisture value for live herb fuels (% water)","150",0,400,"",""
"fire","MortClas",1,"sliderBox","Lower dbh boundary for class number 1 (inches)","0",0,100,"",""
"fire","MortClas",2,"sliderBox","Lower dbh boundary for class number 2 (inches)","5",0,100,"",""
"fire","MortClas",3,"sliderBox","Lower dbh boundary for class number 3 (inches)","10",0,100,"",""
"fire","MortClas",4,"sliderBox","Lower dbh boundary for class number 4 (inches)","20",0,100,"",""
"fire","MortClas",5,"sliderBox","Lower dbh boundary for class number 5 (inches)","30",0,100,"",""
"fire","MortClas",6,"sliderBox","Lower dbh boundary for class number 6 (inches)","40",0,100,"",""
"fire","MortClas",7,"sliderBox","Lower dbh boundary for class number 7 (inches)","50",0,100,"",""
"fire","PileBurn",1,"scheduleBox","","",NA,NA,"",""
"fire","PileBurn",2,"listButtonString","Fuel treatment:","1 = Pile burn",NA,NA,"1 = Pile burn|2 = Jackpot burn",""
"fire","PileBurn",3,"numberBox","(a.k.a the affected area):","blank 0 100",NA,NA,"",""
"fire","PileBurn",4,"numberBox","Percent of affected area where fuel is concentrated:","blank 0 100",NA,NA,"",""
"fire","PileBurn",5,"numberBox","Percent of fuel in affected area that is collected:","blank 0 100",NA,NA,"",""
"fire","PileBurn",6,"numberBox","Percent mortality of trees as a result of this treatment:","blank 0 100",NA,NA,"",""
"fire","PotFMois",1,"listButtonString","Values apply to:","1 = severe fires",NA,NA,"1 = severe fires|2 = moderate fires",""
"fire","PotFMois",2,"numberBox","Percent moisture for 1-hour fuel (0-0.25"")","blank",NA,NA,"",""
"fire","PotFMois",3,"numberBox","Percent moisture for 10-hour fuel (0.25-1"")","",NA,NA,"",""
"fire","PotFMois",4,"numberBox","Percent moisture for 100-hour fuel (1-3"")","",NA,NA,"",""
"fire","PotFMois",5,"numberBox","Percent moisture for 3""+ fuel","",NA,NA,"",""
"fire","PotFMois",6,"numberBox","Percent moisture for duff","",NA,NA,"",""
"fire","PotFMois",7,"numberBox","Percent moisture for live woody fuels","",NA,NA,"",""
"fire","PotFMois",8,"numberBox","Percent moisture for live herb fuels","",NA,NA,"",""
"fire","PotFPAB",1,"sliderBox","Percentage of the stand area burned for severe fires (%):","100",0,100,"",""
"fire","PotFPAB",2,"sliderBox","Percentage of the stand area burned for moderate fires (%):","100",0,100,"",""
"fire","PotFSeas",1,"listButtonString","Season of severe fires:","1 = Early spring (compact leaves)",NA,NA,"1 = Early spring (compact leaves)|2 = Before greenup|3 = After greenup (before fall)|4 = Fall",""
"fire","PotFSeas",2,"listButtonString","Season of moderate fires:","1 = Early spring (compact leaves)",NA,NA,"1 = Early spring (compact leaves)|2 = Before greenup|3 = After greenup (before fall)|4 = Fall",""
"fire","PotFTemp",1,"sliderBox","Temperature for severe fires (F):","70",0,130,"","ls=ls"
"fire","PotFTemp",2,"sliderBox","Temperature for moderate fires (F):","70",0,130,"","ls=ls ;; sn=sn"
"fire","PotFWind",1,"sliderBox","20-foot wind speed for severe fires (mph) :","20",0,100,"","ls=ls"
"fire","PotFWind",2,"sliderBox","20-foot wind speed for moderate fires (mph):","6",0,100,"","ls=ls ;; sn=sn"
"fire","Salvage",1,"scheduleBox","","",NA,NA,"",""
"fire","Salvage",2,"sliderBox","Minimum dbh of snags to be removed","0",0,0,"",""
"fire","Salvage",3,"sliderBox","Maximum dbh of snags to be removed","200",0,0,"",""
"fire","Salvage",4,"sliderBox","Maximum number of years snags can have been dead","5",1,1,"",""
"fire","Salvage",5,"listButtonString","Decay state to remove:"," 1 = Hard snags only",NA,NA,"0 = Hard or soft snags| 1 = Hard snags only|2 = Soft snags only",""
"fire","Salvage",6,"sliderBox","Proportion of eligible snags to fell","0.9",0,1,"",""
"fire","Salvage",7,"sliderBox","Proportion of felled snags that are left in the stand","0",0,1,"",""
"fire","SalvSP",1,"scheduleBox","","",NA,NA,"",""
"fire","SalvSP",2,"speciesSelection","Species","",NA,NA,"",""
"fire","SalvSP",3,"listButtonString","Cut/Leave status for the species above:","0 = Cut this species",NA,NA,"0 = Cut this species|1 = Leave this species",""
"fire","SimFire",1,"scheduleBox","","",NA,NA,"",""
"fire","SimFire",2,"sliderBox","Wind speed (mph) at 20 feet above the vegetation","20",0,100,"",""
"fire","SimFire",3,"listButtonString","Moisture level for all fuels (this burn):","1 = Very Dry",NA,NA,"1 = Very Dry|2 = Dry|3 = Moist|4 = Wet","sn=sn"
"fire","SimFire",4,"sliderBox","Temperature (degrees Fahrenheit)","70",0,110,"",""
"fire","SimFire",5,"listButtonString","Mortality Code:"," 1 = FFE estimates mortality",NA,NA,"0 = Turn off FFE mortality| 1 = FFE estimates mortality",""
"fire","SimFire",6,"sliderBox","Percentage of stand area burned (%)","100",0,100,"",""
"fire","SimFire",7,"listButtonString","Season of this fire:","1 = Early spring (compact leaves)",NA,NA,"1 = Early spring (compact leaves)|2 = Before greenup|3 = After greenup (before fall)|4 = Fall",""
"fire","SnagBrk",1,"speciesSelection","Species","",NA,NA,"",""
"fire","SnagBrk",2,"numberBox","Years until a hard snag loses 50% height:","blank",NA,NA,"",""
"fire","SnagBrk",3,"numberBox","Years until a soft snag loses 50% height:","",NA,NA,"",""
"fire","SnagBrk",4,"numberBox","Years until a hard snag loses next 30% height:","",NA,NA,"",""
"fire","SnagBrk",5,"numberBox","Years until a soft snag loses next 30% height:","",NA,NA,"",""
"fire","SnagClas",1,"sliderBox","Lower dbh boundary for snag class number 1 (inches)","0",0,36,"",""
"fire","SnagClas",2,"sliderBox","Lower dbh boundary for snag class number 2 (inches)","12",0,36,"",""
"fire","SnagClas",3,"sliderBox","Lower dbh boundary for snag class number 3 (inches)","18",0,36,"",""
"fire","SnagClas",4,"sliderBox","Lower dbh boundary for snag class number 4 (inches)","24",0,36,"",""
"fire","SnagClas",5,"sliderBox","Lower dbh boundary for snag class number 5 (inches)","30",0,36,"",""
"fire","SnagClas",6,"sliderBox","Lower dbh boundary for snag class number 6 (inches)","36",0,36,"",""
"fire","SnagDCay",1,"speciesSelection","Species","",NA,NA,"",""
"fire","SnagDCay",2,"sliderBox","Rate-of-decay adjustment multiplier","1",0,0,"",""
"fire","SnagFall",1,"speciesSelection","Species","",NA,NA,"",""
"fire","SnagFall",2,"sliderBox","Rate-of-fall correction factor for this species","1",0.001,0.001,"",""
"fire","SnagFall",3,"sliderBox","Age by which last 5% of larger snags have fallen","100",0,50,"",""
"fire","SnagInit",1,"speciesSelection","Species","deleteAll",NA,NA,"",""
"fire","SnagInit",2,"sliderBox","dbh at the time of death","10",0,0,"",""
"fire","SnagInit",3,"sliderBox","Height at the time of death","100",0,0,"",""
"fire","SnagInit",4,"sliderBox","Current height","100",0,0,"",""
"fire","SnagInit",5,"sliderBox","Number of years tree has been dead","0",0,0,"",""
"fire","SnagInit",6,"sliderBox","Number of snags/acre with these characteristics","1",0,0,"",""
"fire","SnagOut",1,"scheduleBox","","",NA,NA,"",""
"fire","SnagOut",2,"sliderBox","Reporting period duration (years)","200",0,400,"",""
"fire","SnagOut",3,"intNumberBox","I/O data set reference number for the output","35 1 100",NA,NA,"",""
"fire","SnagOut",4,"listButtonString","Print report headings?","0 = Yes",NA,NA,"0 = Yes|1 = No",""
"fire","SnagPBN",1,"sliderBox","Proportion of soft snags that will fall faster after a fire","1",0,1,"",""
"fire","SnagPBN",2,"sliderBox","Proportion of small snags that will fall faster after a fire","0.9",0,1,"",""
"fire","SnagPBN",3,"sliderBox","Number of years it will take for these snags to fall","7",1,1,"",""
"fire","SnagPBN",4,"sliderBox","dbh that divides small snags from large snags","12",0,0,"",""
"fire","SnagPBN",5,"sliderBox","Scorch height above which this increased rate will apply (feet)","0",0,0,"",""
"fire","SnagPSft",1,"speciesSelection","Species","",NA,NA,"",""
"fire","SnagPSft",2,"sliderBox","Proportion soft when the trees die.","0",0,1,"",""
"fire","SoilHeat",1,"listButtonString","Soil Type:","3 = Fine",NA,NA,"1 = Loamy skeletal|2 = Fine silt|3 = Fine|4 = Coarse silt|5 = Coarse loam",""
"fire","SVImages",1,"numberBox","Number of frames (images) desired:","3 2 30",NA,NA,"",""
"mist","MisTable",1,"scheduleBox","","",NA,NA,"",""
"mist","MisTable",2,"listButton","Species to be printed","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn ;; bc=bc"
"mist","MisTable",6,"","","",NA,NA,"","ak=ak"
"mist","MistGMod",1,"scheduleBox","","",NA,NA,"",""
"mist","MistGMod",2,"listButton","Species to which the multiplier applies","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistGMod",3,"sliderBox","Proportion for changing diameter growth with DMR=1","1",0,1,"",""
"mist","MistGMod",4,"sliderBox","Proportion for changing diameter growth with DMR=2","1",0,1,"",""
"mist","MistGMod",5,"sliderBox","Proportion for changing diameter growth with DMR=3","0.95",0,1,"",""
"mist","MistGMod",6,"sliderBox","Proportion for changing diameter growth with DMR=4","0.83",0,1,"","ak=ak"
"mist","MistGMod",7,"sliderBox","Proportion for changing diameter growth with DMR=5","0.65",0,1,"",""
"mist","MistGMod",8,"sliderBox","Proportion for changing diameter growth with DMR=6","0.49",0,1,"",""
"mist","MistHMod",1,"scheduleBox","","",NA,NA,"",""
"mist","MistHMod",2,"listButton","Species to which the multiplier applies","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistHMod",3,"sliderBox","Proportion of expected height growth with DMR=1","1",0,1,"",""
"mist","MistHMod",4,"sliderBox","Proportion of expected height growth with DMR=2","1",0,1,"",""
"mist","MistHMod",5,"sliderBox","Proportion of expected height growth with DMR=3","0.95",0,1,"",""
"mist","MistHMod",6,"sliderBox","Proportion of expected height growth with DMR=4","0.65",0,1,"","ak=ak"
"mist","MistHMod",7,"sliderBox","Proportion of expected height growth with DMR=5","0.5",0,1,"",""
"mist","MistHMod",8,"sliderBox","Proportion of expected height growth with DMR=6","0.1",0,1,"",""
"mist","MistMort",1,"scheduleBox","","",NA,NA,"",""
"mist","MistMort",2,"listButton","Species to which multiplier is applied","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistMort",3,"sliderBox","Multiplier value","1",0,20,"",""
"mist","MistMort",6,"","","",NA,NA,"","ak=ak"
"mist","MistMult",1,"scheduleBox","","",NA,NA,"",""
"mist","MistMult",2,"listButton","Species to which multiplier is applied","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistMult",3,"sliderBox","Multiplier value","1",0,20,"",""
"mist","MistMult",6,"","","",NA,NA,"","ak=ak"
"mist","MistPInf",1,"scheduleBox","","",NA,NA,"",""
"mist","MistPInf",2,"listButton","Tree species to be infected","",NA,NA,"","ak=ak ;; ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistPInf",3,"sliderBox","Proportion of uninfected trees to be infected","0",0,1,"",""
"mist","MistPInf",4,"longListButton","Level of infection","1 = trees start with DMR 1",NA,NA,"1 = trees start with DMR 1|2 = trees start with DMR 1 or 2|3 = trees start with DMR 1,2 or 3|4 = trees start with DMR 1,2,3 or 4|5 = trees start with DMR 1,2,3,4 or 5|6 = trees start with DMR 1,2,3,4,5 or 6",""
"mist","MistPInf",5,"longListButton","Method of infection for the stand","Random infections throughout the species",NA,NA,"Random infections throughout the species|Infection moves from tallest to shortest|Infection moves from shortest to tallest",""
"mist","MistPref",1,"scheduleBox","","",NA,NA,"",""
"mist","MistPref",2,"listButton","Species for which cutting preference is changed","",NA,NA,"","ni ie kt=ni ie kt ;; ca=ca ;; ci=ci ;; so=so ;; ut=ut ;; tt=tt ;; ak=ak ;; em=em ;; ws=ws ;; bm=bm ;; ec=ec ;; nc=nc ;; cr sw sp bp sf lp=cr sw sp bp sf lp ;; wc pn=wc pn"
"mist","MistPref",3,"intNumberBox","Cutting preference corresponding to DMR = 1","",NA,NA,"",""
"mist","MistPref",4,"intNumberBox","Cutting preference corresponding to DMR = 2","",NA,NA,"",""
"mist","MistPref",5,"intNumberBox","Cutting preference corresponding to DMR = 3","",NA,NA,"",""
"mist","MistPref",6,"intNumberBox","Cutting preference corresponding to DMR = 4","",NA,NA,"",""
"mist","MistPref",7,"intNumberBox","Cutting preference corresponding to DMR = 5","",NA,NA,"",""
"mist","MistPref",8,"intNumberBox","Cutting preference corresponding to DMR = 6","",NA,NA,"",""
"organon","INPFile",1,"fileBrowse","Enter the *.inp file name","",NA,NA,"",""
"organon","OSUBFVOL",1,"numberBox","Board foot top DIB (inches). Minimum 2.0","6.0",NA,NA,"",""
"organon","OSUBFVOL",2,"numberBox","Board foot log trim allowance (inches).","8.0",NA,NA,"",""
"organon","OSUBFVOL",3,"numberBox","Board foot stump height, less than 4.5 feet","0.5",NA,NA,"",""
"organon","OSUBFVOL",4,"numberBox","Target log Length (feet)","32.0",NA,NA,"",""
"organon","OSUBFVOL",5,"numberBox","Minimum log length (feet).","8.0",NA,NA,"",""
"organon","OSUCFVOL",1,"numberBox","Softwood cubic foot top DIB (inches). 0.0=<DIB>=6.0","0.0",NA,NA,"",""
"organon","OSUCFVOL",2,"numberBox","Softwood cubic foot stump height, less than 4.5 feet","0.0",NA,NA,"",""
"organon","OSUCFVOL",3,"numberBox","Hardwood cubic foot top DIB (inches).","0.0",NA,NA,"",""
"phewrd3","BBClear",1,"noInput","Deactivate the default bark beetle events. The model will automatically
schedule bark beetle events for bark beetle types 1, 3, and 4 using the
default values unless BBClear, BBType1, BBType2, BBType3, or BBType4 are 
used.","",NA,NA,"",""
"phewrd3","BBOut",1,"noInput","Instructs the model to write a table of bark beetle output.","",NA,NA,"",""
"phewrd3","BBType1",1,"scheduleBox","","",NA,NA,"",""
"phewrd3","BBType1",2,"listButton","Number of outbreaks","Multiple outbreaks",NA,NA,"Multiple outbreaks|1 outbreak",""
"phewrd3","BBType1",3,"speciesSelection","Tree species to infest","deleteAll PP",NA,NA,"",""
"phewrd3","BBType1",4,"sliderBox","Mininimum DBH to infest (inches)","8",0,100,"",""
"phewrd3","BBType1",5,"sliderBox","Minimum density of eligible trees (trees/acre)","150",0,500,"",""
"phewrd3","BBType1",6,"sliderBox","Mortality rate applied to all eligible trees if an outbreak \
occurs","0.1",0,1,"",""
"phewrd3","BBType2",1,"scheduleBox","","",NA,NA,"",""
"phewrd3","BBType2",2,"listButton","Number of outbreaks","Multiple outbreaks",NA,NA,"Multiple outbreaks|1 outbreak",""
"phewrd3","BBType2",3,"speciesSelection","Tree species to infest","deleteAll DF",NA,NA,"",""
"phewrd3","BBType2",4,"sliderBox","Mininimum DBH to infest (inches)","0",0,100,"",""
"phewrd3","BBType2",5,"sliderBox","Minimum density of windthrown trees (trees/acre)","10",0,100,"",""
"phewrd3","BBType2",6,"sliderBox","Mortality rate applied to all eligible trees if an outbreak \
occurs","0.88",0,1,"",""
"phewrd3","BBType3",1,"scheduleBox","","",NA,NA,"",""
"phewrd3","BBType3",2,"listButton","Number of outbreaks","Multiple outbreaks",NA,NA,"Multiple outbreaks|1 outbreak",""
"phewrd3","BBType3",3,"speciesSelection","Tree species to infest","",NA,NA,"","bm=bm ;; ci=ci ;; ec=ec ;; em=em ;; ni=ni ;; so=so ;; ws=ws"
"phewrd3","BBType3",4,"sliderBox","Mininimum DBH to infest (inches)","10",0,100,"",""
"phewrd3","BBType3",5,"sliderBox","Minimum density of eligible trees (trees/acre)","10",0,100,"",""
"phewrd3","BBType3",6,"sliderBox","Minimum proportion of roots infected","0.3",0,1,"",""
"phewrd3","BBType3",7,"sliderBox","Mortality rate applied to all eligible trees if an outbreak \
occurs","0.88",0,1,"",""
"phewrd3","BBType4",1,"scheduleBox","","",NA,NA,"",""
"phewrd3","BBType4",2,"listButton","Number of outbreaks","Multiple outbreaks",NA,NA,"Multiple outbreaks|1 outbreak",""
"phewrd3","BBType4",3,"speciesSelection","Tree species to infest","deleteAll PP",NA,NA,"",""
"phewrd3","BBType4",4,"sliderBox","Mininimum DBH to infest (inches)","4",0,100,"",""
"phewrd3","BBType4",5,"sliderBox","Minimum density of eligible trees (trees/acre)","1",0,100,"",""
"phewrd3","BBType4",6,"sliderBox","Minimum proportion of roots infected","0.4",0,1,"",""
"phewrd3","BBType4",7,"sliderBox","Mortality rate applied to all eligible trees if an outbreak \
occurs","0.75",0,1,"",""
"phewrd3","BBType4",8,"sliderBox","Mortality rate applied to all eligible trees with little or \
no infection","0.3",0,1,"",""
"phewrd3","BBType4",9,"sliderBox","Mortality rate applied to all uninfected trees in the fringe \
area around the center","0.15",0,1,"",""
"phewrd3","BBType4",10,"sliderBox","Mortality rate applied to all uninfected trees outside the \
center","0.01",0,1,"",""
"phewrd3","DNSCalc",1,"listButton","Method of calculating outbreak density","trees/acre",NA,NA,"trees/acre|SDI",""
"phewrd3","DNSCalc",2,"listButton","Area used to calculate density","entire stand",NA,NA,"entire stand|area outside root disease patches",""
"phewrd3","DNSCalc",3,"listButton","Tree type to use to calculate density","only living trees",NA,NA,"only living trees|living trees and standing dead trees",""
"phewrd3","DNSCalc",4,"sliderBox","Slope of the SDI function","-1.605",-2.5,-0.5,"",""
"phewrd3","InfColo",1,"speciesSelection","Tree species to modify","deleteAll",NA,NA,"",""
"phewrd3","InfColo",2,"sliderBox","Maximum proportion of root system colonized after death","0",1,0,"",""
"phewrd3","InfKill",1,"speciesSelection","Tree species to change","deleteAll",NA,NA,"",""
"phewrd3","InfKill",2,"sliderBox","Proportion of the root system infected","0",0,1,"",""
"phewrd3","InfMult",1,"intNumberBox","Date","0",NA,NA,"",""
"phewrd3","InfMult",2,"speciesSelection","Tree species to change","deleteAll",NA,NA,"",""
"phewrd3","InfMult",3,"sliderBox","Probability of infection","0",0,1,"",""
"phewrd3","InfSims",1,"intSliderBox","Number of times to simulate inside-center dynamics","1",1,50,"",""
"phewrd3","InfSims",2,"listButton","Print output","No",NA,NA,"No|Yes",""
"phewrd3","InfSims",3,"longTextEdit","Name of file","",NA,NA,"",""
